sample,page,detector_id,candidate_type,raw_confidence,x0,y0,x1,y1,width,height,center_x,center_y,has_text,text_word_count,text_char_length,text_uppercase_ratio,text_ends_colon,text_ends_question,text_ends_paren,text_ends_underscore,text_has_digit,font_size,attr_members,attr_checked,attr_filled,attr_aggregate,attr_rows,attr_cols,attr_row,attr_col,attr_caption,nearest_complementary_distance,same_page_candidate_count,row_band_count,row_band_same_type_count,matched_gold,matched_category,matched_gold_name,best_iou,best_coverage
cl01,4,vertical-rule-detector,VLINE,0.9,545.4166870117188,37.1422004699707,545.4166870117188,755.2252197265625,0.0,718.0830192565918,545.4166870117188,396.1837100982666,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,144,137,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,148.7503204345703,37.14166259765625,148.7503204345703,755.2246704101562,0.0,718.0830078125,148.7503204345703,396.18316650390625,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,144,137,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,446.25,37.14190673828125,446.25,744.846923828125,0.0,707.7050170898438,446.25,390.9944152832031,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,146,137,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,347.08331298828125,37.14166259765625,347.08331298828125,755.2246704101562,0.0,718.0830078125,347.08331298828125,396.18316650390625,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,144,137,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,247.9167022705078,37.14190673828125,247.9167022705078,744.846923828125,0.0,707.7050170898438,247.9167022705078,390.9944152832031,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,146,137,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,49.58330154418945,37.1422004699707,49.58330154418945,730.4631958007812,0.0,693.3209953308105,49.58330154418945,383.802698135376,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,27,25,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,545.4166870117188,37.1422004699707,545.4166870117188,755.2252197265625,0.0,718.0830192565918,545.4166870117188,396.1837100982666,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,144,137,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,148.7503204345703,37.14166259765625,148.7503204345703,755.2246704101562,0.0,718.0830078125,148.7503204345703,396.18316650390625,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,144,137,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,446.25,37.14190673828125,446.25,744.846923828125,0.0,707.7050170898438,446.25,390.9944152832031,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,146,137,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,347.08331298828125,37.14166259765625,347.08331298828125,755.2246704101562,0.0,718.0830078125,347.08331298828125,396.18316650390625,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,144,137,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,247.9167022705078,37.14190673828125,247.9167022705078,744.846923828125,0.0,707.7050170898438,247.9167022705078,390.9944152832031,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,146,137,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,49.58330154418945,37.1422004699707,49.58330154418945,730.4631958007812,0.0,693.3209953308105,49.58330154418945,383.802698135376,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,27,25,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,545.4166870117188,37.1422004699707,545.4166870117188,755.2252197265625,0.0,718.0830192565918,545.4166870117188,396.1837100982666,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,144,137,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,148.7503204345703,37.14166259765625,148.7503204345703,755.2246704101562,0.0,718.0830078125,148.7503204345703,396.18316650390625,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,144,137,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,446.25,37.14190673828125,446.25,744.846923828125,0.0,707.7050170898438,446.25,390.9944152832031,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,146,137,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,347.08331298828125,37.14166259765625,347.08331298828125,755.2246704101562,0.0,718.0830078125,347.08331298828125,396.18316650390625,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,144,137,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,247.9167022705078,37.14190673828125,247.9167022705078,744.846923828125,0.0,707.7050170898438,247.9167022705078,390.9944152832031,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,146,137,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,49.58330154418945,37.1422004699707,49.58330154418945,730.4631958007812,0.0,693.3209953308105,49.58330154418945,383.802698135376,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,27,25,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,545.4166870117188,37.1422004699707,545.4166870117188,755.2252197265625,0.0,718.0830192565918,545.4166870117188,396.1837100982666,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,144,137,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,148.7503204345703,37.14166259765625,148.7503204345703,755.2246704101562,0.0,718.0830078125,148.7503204345703,396.18316650390625,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,144,137,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,446.25,37.14190673828125,446.25,744.846923828125,0.0,707.7050170898438,446.25,390.9944152832031,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,146,137,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,347.08331298828125,37.14166259765625,347.08331298828125,755.2246704101562,0.0,718.0830078125,347.08331298828125,396.18316650390625,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,144,137,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,247.9167022705078,37.14190673828125,247.9167022705078,744.846923828125,0.0,707.7050170898438,247.9167022705078,390.9944152832031,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,146,137,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,49.58330154418945,37.1422004699707,49.58330154418945,730.4631958007812,0.0,693.3209953308105,49.58330154418945,383.802698135376,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,27,25,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,545.4166870117188,37.1422004699707,545.4166870117188,755.2252197265625,0.0,718.0830192565918,545.4166870117188,396.1837100982666,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,144,137,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,148.7503204345703,37.14166259765625,148.7503204345703,755.2246704101562,0.0,718.0830078125,148.7503204345703,396.18316650390625,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,144,137,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,446.25,37.14190673828125,446.25,744.846923828125,0.0,707.7050170898438,446.25,390.9944152832031,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,146,137,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,347.08331298828125,37.14166259765625,347.08331298828125,755.2246704101562,0.0,718.0830078125,347.08331298828125,396.18316650390625,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,144,137,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,247.9167022705078,37.14190673828125,247.9167022705078,744.846923828125,0.0,707.7050170898438,247.9167022705078,390.9944152832031,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,146,137,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,49.58330154418945,37.1422004699707,49.58330154418945,730.4631958007812,0.0,693.3209953308105,49.58330154418945,383.802698135376,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,27,25,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,545.4166870117188,37.1422004699707,545.4166870117188,755.2252197265625,0.0,718.0830192565918,545.4166870117188,396.1837100982666,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,144,137,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,148.7503204345703,37.14166259765625,148.7503204345703,755.2246704101562,0.0,718.0830078125,148.7503204345703,396.18316650390625,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,144,137,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,446.25,37.14190673828125,446.25,744.846923828125,0.0,707.7050170898438,446.25,390.9944152832031,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,146,137,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,347.08331298828125,37.14166259765625,347.08331298828125,755.2246704101562,0.0,718.0830078125,347.08331298828125,396.18316650390625,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,144,137,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,247.9167022705078,37.14190673828125,247.9167022705078,744.846923828125,0.0,707.7050170898438,247.9167022705078,390.9944152832031,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,146,137,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,49.58330154418945,37.1422004699707,49.58330154418945,730.4631958007812,0.0,693.3209953308105,49.58330154418945,383.802698135376,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,27,25,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,545.4166870117188,37.1422004699707,545.4166870117188,755.2252197265625,0.0,718.0830192565918,545.4166870117188,396.1837100982666,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,144,137,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,148.7503204345703,37.14166259765625,148.7503204345703,755.2246704101562,0.0,718.0830078125,148.7503204345703,396.18316650390625,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,144,137,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,446.25,37.14190673828125,446.25,744.846923828125,0.0,707.7050170898438,446.25,390.9944152832031,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,146,137,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,347.08331298828125,37.14166259765625,347.08331298828125,755.2246704101562,0.0,718.0830078125,347.08331298828125,396.18316650390625,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,144,137,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,247.9167022705078,37.14190673828125,247.9167022705078,744.846923828125,0.0,707.7050170898438,247.9167022705078,390.9944152832031,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,146,137,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,49.58330154418945,37.1422004699707,49.58330154418945,730.4631958007812,0.0,693.3209953308105,49.58330154418945,383.802698135376,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,27,25,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,545.4166870117188,37.1422004699707,545.4166870117188,755.2252197265625,0.0,718.0830192565918,545.4166870117188,396.1837100982666,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,144,137,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,148.7503204345703,37.14166259765625,148.7503204345703,755.2246704101562,0.0,718.0830078125,148.7503204345703,396.18316650390625,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,144,137,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,446.25,37.14190673828125,446.25,744.846923828125,0.0,707.7050170898438,446.25,390.9944152832031,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,146,137,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,347.08331298828125,37.14166259765625,347.08331298828125,755.2246704101562,0.0,718.0830078125,347.08331298828125,396.18316650390625,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,144,137,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,247.9167022705078,37.14190673828125,247.9167022705078,744.846923828125,0.0,707.7050170898438,247.9167022705078,390.9944152832031,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,146,137,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,49.58330154418945,37.1422004699707,49.58330154418945,730.4631958007812,0.0,693.3209953308105,49.58330154418945,383.802698135376,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,27,25,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,545.4166870117188,37.1422004699707,545.4166870117188,755.2252197265625,0.0,718.0830192565918,545.4166870117188,396.1837100982666,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,144,137,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,148.7503204345703,37.14166259765625,148.7503204345703,755.2246704101562,0.0,718.0830078125,148.7503204345703,396.18316650390625,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,144,137,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,446.25,37.14190673828125,446.25,744.846923828125,0.0,707.7050170898438,446.25,390.9944152832031,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,146,137,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,347.08331298828125,37.14166259765625,347.08331298828125,755.2246704101562,0.0,718.0830078125,347.08331298828125,396.18316650390625,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,144,137,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,247.9167022705078,37.14190673828125,247.9167022705078,744.846923828125,0.0,707.7050170898438,247.9167022705078,390.9944152832031,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,146,137,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,49.58330154418945,37.1422004699707,49.58330154418945,730.4631958007812,0.0,693.3209953308105,49.58330154418945,383.802698135376,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,27,25,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,545.4166870117188,37.1422004699707,545.4166870117188,755.2252197265625,0.0,718.0830192565918,545.4166870117188,396.1837100982666,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,144,137,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,148.7503204345703,37.14166259765625,148.7503204345703,755.2246704101562,0.0,718.0830078125,148.7503204345703,396.18316650390625,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,144,137,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,446.25,37.14190673828125,446.25,744.846923828125,0.0,707.7050170898438,446.25,390.9944152832031,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,146,137,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,347.08331298828125,37.14166259765625,347.08331298828125,755.2246704101562,0.0,718.0830078125,347.08331298828125,396.18316650390625,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,144,137,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,247.9167022705078,37.14190673828125,247.9167022705078,744.846923828125,0.0,707.7050170898438,247.9167022705078,390.9944152832031,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,146,137,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,49.58330154418945,37.1422004699707,49.58330154418945,730.4631958007812,0.0,693.3209953308105,49.58330154418945,383.802698135376,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,27,25,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,545.4166870117188,37.1422004699707,545.4166870117188,755.2252197265625,0.0,718.0830192565918,545.4166870117188,396.1837100982666,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,144,137,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,148.7503204345703,37.14166259765625,148.7503204345703,755.2246704101562,0.0,718.0830078125,148.7503204345703,396.18316650390625,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,144,137,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,446.25,37.14190673828125,446.25,744.846923828125,0.0,707.7050170898438,446.25,390.9944152832031,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,146,137,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,347.08331298828125,37.14166259765625,347.08331298828125,755.2246704101562,0.0,718.0830078125,347.08331298828125,396.18316650390625,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,144,137,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,247.9167022705078,37.14190673828125,247.9167022705078,744.846923828125,0.0,707.7050170898438,247.9167022705078,390.9944152832031,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,146,137,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,49.58330154418945,37.1422004699707,49.58330154418945,730.4631958007812,0.0,693.3209953308105,49.58330154418945,383.802698135376,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,27,25,0,,,0.0,0.0
cl01,4,vertical-rule-detector,VLINE,0.9,545.4166870117188,37.1422004699707,545.4166870117188,755.2252197265625,0.0,718.0830192565918,545.4166870117188,396.1837100982666,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,432,144,137,0,,,0.0,0.0
cl01,4,table-detector,TABLE,0.9,49.58330154418945,705.7017211914062,545.4163208007812,705.7017211914062,495.8330192565918,0.0,297.49981117248535,705.7017211914062,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,0,3,,32.13,432,6,2,0,,,0.0,0.0
cl01,4,table-detector,TABLE,0.9,49.58330154418945,680.940185546875,545.4163208007812,680.940185546875,495.8330192565918,0.0,297.49981117248535,680.940185546875,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,1,3,,56.89,432,1,0,0,,,0.0,0.0
cl01,4,table-detector,TABLE,0.9,49.58330154418945,656.1787719726562,545.4163208007812,656.1787719726562,495.8330192565918,0.0,297.49981117248535,656.1787719726562,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,2,3,,81.65,432,1,0,0,,,0.0,0.0
cl01,4,table-detector,TABLE,0.9,49.58330154418945,631.4174194335938,545.4163208007812,631.4174194335938,495.8330192565918,0.0,297.49981117248535,631.4174194335938,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,3,3,,106.41,432,1,0,0,,,0.0,0.0
cl01,4,table-detector,TABLE,0.9,49.58330154418945,606.6558837890625,545.4163208007812,606.6558837890625,495.8330192565918,0.0,297.49981117248535,606.6558837890625,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,4,3,,131.17,432,1,0,0,,,0.0,0.0
cl01,4,table-detector,TABLE,0.9,49.58330154418945,581.8944091796875,545.4163208007812,581.8944091796875,495.8330192565918,0.0,297.49981117248535,581.8944091796875,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,5,3,,155.94,432,1,0,0,,,0.0,0.0
cl01,4,table-detector,TABLE,0.9,49.58330154418945,557.1328735351562,545.4163208007812,557.1328735351562,495.8330192565918,0.0,297.49981117248535,557.1328735351562,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,6,3,,180.7,432,1,0,0,,,0.0,0.0
cl01,4,table-detector,TABLE,0.9,49.58330154418945,532.3715209960938,545.4163208007812,532.3715209960938,495.8330192565918,0.0,297.49981117248535,532.3715209960938,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,7,3,,205.46,432,1,0,0,,,0.0,0.0
cl01,4,table-detector,TABLE,0.9,49.58330154418945,507.6099853515625,545.4163208007812,507.6099853515625,495.8330192565918,0.0,297.49981117248535,507.6099853515625,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,8,3,,208.91,432,1,0,0,,,0.0,0.0
cl01,4,table-detector,TABLE,0.9,49.58330154418945,482.8485107421875,545.4163208007812,482.8485107421875,495.8330192565918,0.0,297.49981117248535,482.8485107421875,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,9,3,,214.74,432,1,0,0,,,0.0,0.0
cl01,4,table-detector,TABLE,0.9,49.58330154418945,458.08709716796875,545.4163208007812,458.08709716796875,495.8330192565918,0.0,297.49981117248535,458.08709716796875,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,10,3,,221.39,432,1,0,0,,,0.0,0.0
cl01,4,table-detector,TABLE,0.9,49.58330154418945,433.3255920410156,545.4163208007812,433.3255920410156,495.8330192565918,0.0,297.49981117248535,433.3255920410156,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,11,3,,221.2,432,1,0,0,,,0.0,0.0
cl01,4,table-detector,TABLE,0.9,49.58330154418945,408.5640869140625,545.4163208007812,408.5640869140625,495.8330192565918,0.0,297.49981117248535,408.5640869140625,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,12,3,,221.23,432,1,0,0,,,0.0,0.0
cl01,4,table-detector,TABLE,0.9,49.58330154418945,383.8027038574219,545.4163208007812,383.8027038574219,495.8330192565918,0.0,297.49981117248535,383.8027038574219,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,13,3,,218.76,432,28,1,0,,,0.0,0.0
cl01,4,table-detector,TABLE,0.9,49.58330154418945,359.04119873046875,545.4163208007812,359.04119873046875,495.8330192565918,0.0,297.49981117248535,359.04119873046875,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,14,3,,217.73,432,7,3,0,,,0.0,0.0
cl01,4,table-detector,TABLE,0.9,49.58330154418945,334.27978515625,545.4163208007812,334.27978515625,495.8330192565918,0.0,297.49981117248535,334.27978515625,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,15,3,,215.06,432,1,0,0,,,0.0,0.0
cl01,4,table-detector,TABLE,0.9,49.58330154418945,309.518310546875,545.4163208007812,309.518310546875,495.8330192565918,0.0,297.49981117248535,309.518310546875,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,16,3,,215.09,432,1,0,0,,,0.0,0.0
cl01,4,table-detector,TABLE,0.9,49.58330154418945,284.7568054199219,545.4163208007812,284.7568054199219,495.8330192565918,0.0,297.49981117248535,284.7568054199219,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,17,3,,209.54,432,1,0,0,,,0.0,0.0
cl01,4,table-detector,TABLE,0.9,49.58330154418945,259.9953918457031,545.4163208007812,259.9953918457031,495.8330192565918,0.0,297.49981117248535,259.9953918457031,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,18,3,,206.62,432,1,0,0,,,0.0,0.0
cl01,4,table-detector,TABLE,0.9,49.58330154418945,235.23390197753906,545.4163208007812,235.23390197753906,495.8330192565918,0.0,297.49981117248535,235.23390197753906,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,19,3,,200.11,432,1,0,0,,,0.0,0.0
cl01,4,table-detector,TABLE,0.9,49.58330154418945,210.47239685058594,545.4163208007812,210.47239685058594,495.8330192565918,0.0,297.49981117248535,210.47239685058594,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,20,3,,175.35,432,1,0,0,,,0.0,0.0
cl01,4,table-detector,TABLE,0.9,49.58330154418945,185.71099853515625,545.4163208007812,185.71099853515625,495.8330192565918,0.0,297.49981117248535,185.71099853515625,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,21,3,,150.59,432,1,0,0,,,0.0,0.0
cl01,4,table-detector,TABLE,0.9,49.58330154418945,160.94949340820312,545.4163208007812,160.94949340820312,495.8330192565918,0.0,297.49981117248535,160.94949340820312,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,22,3,,125.83,432,1,0,0,,,0.0,0.0
cl01,4,table-detector,TABLE,0.9,49.58330154418945,136.18800354003906,545.4163208007812,136.18800354003906,495.8330192565918,0.0,297.49981117248535,136.18800354003906,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,23,3,,101.06,432,1,0,0,,,0.0,0.0
cl01,4,table-detector,TABLE,0.9,49.58330154418945,111.42659759521484,545.4163208007812,111.42659759521484,495.8330192565918,0.0,297.49981117248535,111.42659759521484,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,24,3,,76.3,432,1,0,0,,,0.0,0.0
cl01,5,vertical-rule-detector,VLINE,0.9,173.5417022705078,718.08251953125,173.5417022705078,742.843505859375,0.0,24.760986328125,173.5417022705078,730.4630126953125,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,162,24,14,0,,,0.0,0.0
cl01,5,vertical-rule-detector,VLINE,0.9,266.5104064941406,718.08251953125,266.5104064941406,742.843505859375,0.0,24.760986328125,266.5104064941406,730.4630126953125,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,162,24,14,0,,,0.0,0.0
cl01,5,vertical-rule-detector,VLINE,0.9,359.47918701171875,718.08251953125,359.47918701171875,742.843505859375,0.0,24.760986328125,359.47918701171875,730.4630126953125,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,162,24,14,0,,,0.0,0.0
cl01,5,vertical-rule-detector,VLINE,0.9,452.4479064941406,718.08251953125,452.4479064941406,742.843505859375,0.0,24.760986328125,452.4479064941406,730.4630126953125,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,162,24,14,0,,,0.0,0.0
cl01,5,vertical-rule-detector,VLINE,0.9,545.4169311523438,718.08251953125,545.4169311523438,742.843505859375,0.0,24.760986328125,545.4169311523438,730.4630126953125,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,162,24,14,0,,,0.0,0.0
cl01,5,vertical-rule-detector,VLINE,0.9,173.5417022705078,718.08251953125,173.5417022705078,742.843505859375,0.0,24.760986328125,173.5417022705078,730.4630126953125,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,162,24,14,0,,,0.0,0.0
cl01,5,vertical-rule-detector,VLINE,0.9,266.5104064941406,718.08251953125,266.5104064941406,742.843505859375,0.0,24.760986328125,266.5104064941406,730.4630126953125,0,0,0,0.0,0,0,0,0,0,,,0,0,0,,,,,,9999.0,162,24,14,0,,,0.0,0.0
